Sexo;Sector económico;Edad;Periodo;Total
Ambos sexos;Total;De 16 a 19 años;2018T3;4,1
Ambos sexos;Total;De 16 a 19 años;2018T2;4
Ambos sexos;Total;De 16 a 19 años;2018T1;3,5
Ambos sexos;Total;De 16 a 19 años;2017T4;3,7
Ambos sexos;Total;De 16 a 19 años;2017T3;4
Ambos sexos;Total;De 16 a 19 años;2017T2;3,6
Ambos sexos;Total;De 16 a 19 años;2017T1;3,2
Ambos sexos;Total;De 16 a 19 años;2016T4;3,2
Ambos sexos;Total;De 16 a 19 años;2016T3;3,4
Ambos sexos;Total;De 16 a 19 años;2016T2;3,2
Ambos sexos;Total;De 16 a 19 años;2016T1;3
Ambos sexos;Total;De 16 a 19 años;2015T4;3,2
Ambos sexos;Total;De 16 a 19 años;2015T3;3,8
Ambos sexos;Total;De 16 a 19 años;2015T2;3,4
Ambos sexos;Total;De 16 a 19 años;2015T1;3,1
Ambos sexos;Total;De 16 a 19 años;2014T4;3,1
Ambos sexos;Total;De 16 a 19 años;2014T3;3,4
Ambos sexos;Total;De 16 a 19 años;2014T2;3
Ambos sexos;Total;De 16 a 19 años;2014T1;2,9
Ambos sexos;Total;De 16 a 19 años;2013T4;3,4
Ambos sexos;Total;De 16 a 19 años;2013T3;3,9
Ambos sexos;Total;De 16 a 19 años;2013T2;3,4
Ambos sexos;Total;De 16 a 19 años;2013T1;3,3
Ambos sexos;Total;De 16 a 19 años;2012T4;3,2
Ambos sexos;Total;De 16 a 19 años;2012T3;4,2
Ambos sexos;Total;De 16 a 19 años;2012T2;4,1
Ambos sexos;Total;De 16 a 19 años;2012T1;3,8
Ambos sexos;Total;De 16 a 19 años;2011T4;3,9
Ambos sexos;Total;De 16 a 19 años;2011T3;4,8
Ambos sexos;Total;De 16 a 19 años;2011T2;4,6
Ambos sexos;Total;De 16 a 19 años;2011T1;4,4
Ambos sexos;Total;De 16 a 19 años;2010T4;4,7
Ambos sexos;Total;De 16 a 19 años;2010T3;5,4
Ambos sexos;Total;De 16 a 19 años;2010T2;5,6
Ambos sexos;Total;De 16 a 19 años;2010T1;5,1
Ambos sexos;Total;De 16 a 19 años;2009T4;5,1
Ambos sexos;Total;De 16 a 19 años;2009T3;6,4
Ambos sexos;Total;De 16 a 19 años;2009T2;6,4
Ambos sexos;Total;De 16 a 19 años;2009T1;6,4
Ambos sexos;Total;De 16 a 19 años;2008T4;7,1
Ambos sexos;Total;De 16 a 19 años;2008T3;8,9
Ambos sexos;Total;De 16 a 19 años;2008T2;9,4
Ambos sexos;Total;De 16 a 19 años;2008T1;7,9
Ambos sexos;Total;De 20 a 24 años;2025T1;12,4
Ambos sexos;Total;De 20 a 24 años;2024T4;12,3
Ambos sexos;Total;De 20 a 24 años;2024T3;13,6
Ambos sexos;Total;De 20 a 24 años;2024T2;11,7
Ambos sexos;Total;De 20 a 24 años;2024T1;11,7
Ambos sexos;Total;De 20 a 24 años;2023T4;12,7
Ambos sexos;Total;De 20 a 24 años;2023T3;13
Ambos sexos;Total;De 20 a 24 años;2023T2;12,3
Ambos sexos;Total;De 20 a 24 años;2023T1;11,1
Ambos sexos;Total;De 20 a 24 años;2022T4;11,2
Ambos sexos;Total;De 20 a 24 años;2022T3;12,6
Ambos sexos;Total;De 20 a 24 años;2022T2;11,1
Ambos sexos;Total;De 20 a 24 años;2022T1;10,4
Ambos sexos;Total;De 20 a 24 años;2021T4;10,6
Ambos sexos;Total;De 20 a 24 años;2021T3;11,1
Ambos sexos;Total;De 20 a 24 años;2021T2;12,4
Ambos sexos;Total;De 20 a 24 años;2021T1;11,7
Ambos sexos;Total;De 20 a 24 años;2020T4;11,9
Ambos sexos;Total;De 20 a 24 años;2020T3;12,7
Ambos sexos;Total;De 20 a 24 años;2020T2;11,9
Ambos sexos;Total;De 20 a 24 años;2020T1;11,2
Ambos sexos;Total;De 20 a 24 años;2019T4;10,9
Ambos sexos;Total;De 20 a 24 años;2019T3;12,3
Ambos sexos;Total;De 20 a 24 años;2019T2;11,7
Ambos sexos;Total;De 20 a 24 años;2019T1;11,5
Ambos sexos;Total;De 20 a 24 años;2018T4;11,6
Ambos sexos;Total;De 20 a 24 años;2018T3;11,8
Ambos sexos;Total;De 20 a 24 años;2018T2;11
Ambos sexos;Total;De 20 a 24 años;2018T1;10,1
Ambos sexos;Total;De 20 a 24 años;2017T4;11,1
Ambos sexos;Total;De 20 a 24 años;2017T3;11,5
Ambos sexos;Total;De 20 a 24 años;2017T2;11,3
Ambos sexos;Total;De 20 a 24 años;2017T1;10,7
Ambos sexos;Total;De 20 a 24 años;2016T4;11,2
Ambos sexos;Total;De 20 a 24 años;2016T3;11,6
Ambos sexos;Total;De 20 a 24 años;2016T2;11,9
Ambos sexos;Total;De 20 a 24 años;2016T1;11
Ambos sexos;Total;De 20 a 24 años;2015T4;11,1
Ambos sexos;Total;De 20 a 24 años;2015T3;12
Ambos sexos;Total;De 20 a 24 años;2015T2;11,5
Ambos sexos;Total;De 20 a 24 años;2015T1;11,2
Ambos sexos;Total;De 20 a 24 años;2014T4;11,8
Ambos sexos;Total;De 20 a 24 años;2014T3;12,6
Ambos sexos;Total;De 20 a 24 años;2014T2;11,9
Ambos sexos;Total;De 20 a 24 años;2014T1;12
Ambos sexos;Total;De 20 a 24 años;2013T4;11,9
Ambos sexos;Total;De 20 a 24 años;2013T3;12,3
Ambos sexos;Total;De 20 a 24 años;2013T2;12,4
Ambos sexos;Total;De 20 a 24 años;2013T1;12,3
Ambos sexos;Total;De 20 a 24 años;2012T4;12,5
Ambos sexos;Total;De 20 a 24 años;2012T3;12,7
Ambos sexos;Total;De 20 a 24 años;2012T2;12,8
Ambos sexos;Total;De 20 a 24 años;2012T1;12,6
Ambos sexos;Total;De 20 a 24 años;2011T4;12,9
Ambos sexos;Total;De 20 a 24 años;2011T3;13,7
Ambos sexos;Total;De 20 a 24 años;2011T2;13,9
Ambos sexos;Total;De 20 a 24 años;2011T1;13,3
Ambos sexos;Total;De 20 a 24 años;2010T4;13,3
Ambos sexos;Total;De 20 a 24 años;2010T3;13,5
Ambos sexos;Total;De 20 a 24 años;2010T2;13,3
Ambos sexos;Total;De 20 a 24 años;2010T1;13,1
Ambos sexos;Total;De 20 a 24 años;2009T4;13,8
Ambos sexos;Total;De 20 a 24 años;2009T3;15,3
Ambos sexos;Total;De 20 a 24 años;2009T2;14,4
Ambos sexos;Total;De 20 a 24 años;2009T1;13,8
Ambos sexos;Total;De 20 a 24 años;2008T4;14,3
Ambos sexos;Total;De 20 a 24 años;2008T3;14,9
Ambos sexos;Total;De 20 a 24 años;2008T2;14,6
Ambos sexos;Total;De 20 a 24 años;2008T1;15
Ambos sexos;Total;De 25 a 54 años;2025T1;64,4
Ambos sexos;Total;De 25 a 54 años;2024T4;63,8
Ambos sexos;Total;De 25 a 54 años;2024T3;62,3
Ambos sexos;Total;De 25 a 54 años;2024T2;64,5
Ambos sexos;Total;De 25 a 54 años;2024T1;65,7
Ambos sexos;Total;De 25 a 54 años;2023T4;64,7
Ambos sexos;Total;De 25 a 54 años;2023T3;63,4
Ambos sexos;Total;De 25 a 54 años;2023T2;64,1
Ambos sexos;Total;De 25 a 54 años;2023T1;67,5
Ambos sexos;Total;De 25 a 54 años;2022T4;68,2
Ambos sexos;Total;De 25 a 54 años;2022T3;66,3
Ambos sexos;Total;De 25 a 54 años;2022T2;65,8
Ambos sexos;Total;De 25 a 54 años;2022T1;68,5
Ambos sexos;Total;De 25 a 54 años;2021T4;67,7
Ambos sexos;Total;De 25 a 54 años;2021T3;66,7
Ambos sexos;Total;De 25 a 54 años;2021T2;67,9
Ambos sexos;Total;De 25 a 54 años;2021T1;70,3
Ambos sexos;Total;De 25 a 54 años;2020T4;70,1
Ambos sexos;Total;De 25 a 54 años;2020T3;69,5
Ambos sexos;Total;De 25 a 54 años;2020T2;70,8
Ambos sexos;Total;De 25 a 54 años;2020T1;70
Ambos sexos;Total;De 25 a 54 años;2019T4;69,5
Ambos sexos;Total;De 25 a 54 años;2019T3;69
Ambos sexos;Total;De 25 a 54 años;2019T2;69,1
Ambos sexos;Total;De 25 a 54 años;2019T1;70,1
Ambos sexos;Total;De 25 a 54 años;2018T4;69,7
Ambos sexos;Total;De 25 a 54 años;2018T3;70,2
Ambos sexos;Total;De 25 a 54 años;2018T2;70,4
Ambos sexos;Total;De 25 a 54 años;2018T1;71,8
Ambos sexos;Total;De 25 a 54 años;2017T4;71
Ambos sexos;Total;De 25 a 54 años;2017T3;70,4
Ambos sexos;Total;De 25 a 54 años;2017T2;71,2
Ambos sexos;Total;De 25 a 54 años;2017T1;72,9
Ambos sexos;Total;De 25 a 54 años;2016T4;72
Ambos sexos;Total;De 25 a 54 años;2016T3;71,9
Ambos sexos;Total;De 25 a 54 años;2016T2;72,3
Ambos sexos;Total;De 25 a 54 años;2016T1;73,4
Ambos sexos;Total;De 25 a 54 años;2015T4;72,9
Ambos sexos;Total;De 25 a 54 años;2015T3;71,9
Ambos sexos;Total;De 25 a 54 años;2015T2;73,6
Ambos sexos;Total;De 25 a 54 años;2015T1;74,6
Ambos sexos;Total;De 25 a 54 años;2014T4;73,8
Ambos sexos;Total;De 25 a 54 años;2014T3;73,1
Ambos sexos;Total;De 25 a 54 años;2014T2;74,2
Ambos sexos;Total;De 25 a 54 años;2014T1;75
Ambos sexos;Total;De 25 a 54 años;2013T4;74,7
Ambos sexos;Total;De 25 a 54 años;2013T3;74,1
Ambos sexos;Total;De 25 a 54 años;2013T2;74,7
Ambos sexos;Total;De 25 a 54 años;2013T1;75
Ambos sexos;Total;De 25 a 54 años;2012T4;75,4
Ambos sexos;Total;De 25 a 54 años;2012T3;74,3
Ambos sexos;Total;De 25 a 54 años;2012T2;74,3
Ambos sexos;Total;De 25 a 54 años;2012T1;75,1
Ambos sexos;Total;De 25 a 54 años;2011T4;74,6
Ambos sexos;Total;De 25 a 54 años;2011T3;73,3
Ambos sexos;Total;De 25 a 54 años;2011T2;73,6
Ambos sexos;Total;De 25 a 54 años;2011T1;74,4
Ambos sexos;Total;De 25 a 54 años;2010T4;73,8
Ambos sexos;Total;De 25 a 54 años;2010T3;73,1
Ambos sexos;Total;De 25 a 54 años;2010T2;73,3
Ambos sexos;Total;De 25 a 54 años;2010T1;74,2
Ambos sexos;Total;De 25 a 54 años;2009T4;73,5
Ambos sexos;Total;De 25 a 54 años;2009T3;71
Ambos sexos;Total;De 25 a 54 años;2009T2;71,7
Ambos sexos;Total;De 25 a 54 años;2009T1;72,9
Ambos sexos;Total;De 25 a 54 años;2008T4;71,7
Ambos sexos;Total;De 25 a 54 años;2008T3;69,5
Ambos sexos;Total;De 25 a 54 años;2008T2;69
Ambos sexos;Total;De 25 a 54 años;2008T1;69,8
Ambos sexos;Total;55 y más años;2025T1;19,4
Ambos sexos;Total;55 y más años;2024T4;19,5
Ambos sexos;Total;55 y más años;2024T3;18,7
Ambos sexos;Total;55 y más años;2024T2;18,4
Ambos sexos;Total;55 y más años;2024T1;18,7
Ambos sexos;Total;55 y más años;2023T4;18,5
Ambos sexos;Total;55 y más años;2023T3;18,5
Ambos sexos;Total;55 y más años;2023T2;19,1
Ambos sexos;Total;55 y más años;2023T1;17,8
Ambos sexos;Total;55 y más años;2022T4;17
Ambos sexos;Total;55 y más años;2022T3;16,3
Ambos sexos;Total;55 y más años;2022T2;18,2
Ambos sexos;Total;55 y más años;2022T1;17,5
Ambos sexos;Total;55 y más años;2021T4;17,9
Ambos sexos;Total;55 y más años;2021T3;18,1
Ambos sexos;Total;55 y más años;2021T2;15,7
Ambos sexos;Total;55 y más años;2021T1;14,9
Ambos sexos;Total;55 y más años;2020T4;14,6
Ambos sexos;Total;55 y más años;2020T3;13,7
Ambos sexos;Total;55 y más años;2020T2;14,1
Ambos sexos;Total;55 y más años;2020T1;15,4
Ambos sexos;Total;55 y más años;2019T4;16
Ambos sexos;Total;55 y más años;2019T3;14,7
Ambos sexos;Total;55 y más años;2019T2;15,2
Ambos sexos;Total;55 y más años;2019T1;14,7
Ambos sexos;Total;55 y más años;2018T4;15,1
Ambos sexos;Total;55 y más años;2018T3;13,9
Ambos sexos;Total;55 y más años;2018T2;14,7
Ambos sexos;Total;55 y más años;2018T1;14,6
Ambos sexos;Total;55 y más años;2017T4;14,1
Ambos sexos;Total;55 y más años;2017T3;14
Ambos sexos;Total;55 y más años;2017T2;13,8
Ambos sexos;Total;55 y más años;2017T1;13,2
Ambos sexos;Total;55 y más años;2016T4;13,5
Ambos sexos;Total;55 y más años;2016T3;13,1
Ambos sexos;Total;55 y más años;2016T2;12,6
Ambos sexos;Total;55 y más años;2016T1;12,6
Ambos sexos;Total;55 y más años;2015T4;12,8
Ambos sexos;Total;55 y más años;2015T3;12,3
Ambos sexos;Total;55 y más años;2015T2;11,5
Ambos sexos;Total;55 y más años;2015T1;11
Ambos sexos;Total;55 y más años;2014T4;11,3
Ambos sexos;Total;55 y más años;2014T3;10,9
Ambos sexos;Total;55 y más años;2014T2;10,9
Ambos sexos;Total;55 y más años;2014T1;10,2
Ambos sexos;Total;55 y más años;2013T4;10
Ambos sexos;Total;55 y más años;2013T3;9,7
Ambos sexos;Total;55 y más años;2013T2;9,5
Ambos sexos;Total;55 y más años;2013T1;9,4
Ambos sexos;Total;55 y más años;2012T4;8,9
Ambos sexos;Total;55 y más años;2012T3;8,8
Ambos sexos;Total;55 y más años;2012T2;8,8
Ambos sexos;Total;55 y más años;2012T1;8,5
Ambos sexos;Total;55 y más años;2011T4;8,6
Ambos sexos;Total;55 y más años;2011T3;8,2
Ambos sexos;Total;55 y más años;2011T2;7,9
Ambos sexos;Total;55 y más años;2011T1;7,8
Ambos sexos;Total;55 y más años;2010T4;8,2
Ambos sexos;Total;55 y más años;2010T3;8,1
Ambos sexos;Total;55 y más años;2010T2;7,8
Ambos sexos;Total;55 y más años;2010T1;7,6
Ambos sexos;Total;55 y más años;2009T4;7,6
Ambos sexos;Total;55 y más años;2009T3;7,4
Ambos sexos;Total;55 y más años;2009T2;7,5
Ambos sexos;Total;55 y más años;2009T1;6,8
Ambos sexos;Total;55 y más años;2008T4;6,9
Ambos sexos;Total;55 y más años;2008T3;6,8
Ambos sexos;Total;55 y más años;2008T2;7
Ambos sexos;Total;55 y más años;2008T1;7,3
Ambos sexos;Agricultura;Total;2025T1;100
Ambos sexos;Agricultura;Total;2024T4;100
Ambos sexos;Agricultura;Total;2024T3;100
Ambos sexos;Agricultura;Total;2024T2;100
Ambos sexos;Agricultura;Total;2024T1;100
Ambos sexos;Agricultura;Total;2023T4;100
Ambos sexos;Agricultura;Total;2023T3;100
Ambos sexos;Agricultura;Total;2023T2;100
Ambos sexos;Agricultura;Total;2023T1;100
Ambos sexos;Agricultura;Total;2022T4;100
Ambos sexos;Agricultura;Total;2022T3;100
Ambos sexos;Agricultura;Total;2022T2;100
Ambos sexos;Agricultura;Total;2022T1;100
Ambos sexos;Agricultura;Total;2021T4;100
Ambos sexos;Agricultura;Total;2021T3;100
Ambos sexos;Agricultura;Total;2021T2;100
Ambos sexos;Agricultura;Total;2021T1;100
Ambos sexos;Agricultura;Total;2020T4;100
Ambos sexos;Agricultura;Total;2020T3;100
Ambos sexos;Agricultura;Total;2020T2;100
Ambos sexos;Agricultura;Total;2020T1;100
Ambos sexos;Agricultura;Total;2019T4;100
Ambos sexos;Agricultura;Total;2019T3;100
Ambos sexos;Agricultura;Total;2019T2;100
Ambos sexos;Agricultura;Total;2019T1;100
Ambos sexos;Agricultura;Total;2018T4;100
Ambos sexos;Agricultura;Total;2018T3;100
Ambos sexos;Agricultura;Total;2018T2;100
Ambos sexos;Agricultura;Total;2018T1;100
Ambos sexos;Agricultura;Total;2017T4;100
Ambos sexos;Agricultura;Total;2017T3;100
Ambos sexos;Agricultura;Total;2017T2;100
Ambos sexos;Agricultura;Total;2017T1;100
Ambos sexos;Agricultura;Total;2016T4;100
Ambos sexos;Agricultura;Total;2016T3;100
Ambos sexos;Agricultura;Total;2016T2;100
Ambos sexos;Agricultura;Total;2016T1;100
Ambos sexos;Agricultura;Total;2015T4;100
Ambos sexos;Agricultura;Total;2015T3;100
Ambos sexos;Agricultura;Total;2015T2;100
Ambos sexos;Agricultura;Total;2015T1;100
Ambos sexos;Agricultura;Total;2014T4;100
Ambos sexos;Agricultura;Total;2014T3;100
Ambos sexos;Agricultura;Total;2014T2;100
Ambos sexos;Agricultura;Total;2014T1;100
Ambos sexos;Agricultura;Total;2013T4;100
Ambos sexos;Agricultura;Total;2013T3;100
Ambos sexos;Agricultura;Total;2013T2;100
Ambos sexos;Agricultura;Total;2013T1;100
Ambos sexos;Agricultura;Total;2012T4;100
Ambos sexos;Agricultura;Total;2012T3;100
Ambos sexos;Agricultura;Total;2012T2;100
Ambos sexos;Agricultura;Total;2012T1;100
Ambos sexos;Agricultura;Total;2011T4;100
Ambos sexos;Agricultura;Total;2011T3;100
Ambos sexos;Agricultura;Total;2011T2;100
Ambos sexos;Agricultura;Total;2011T1;100
Ambos sexos;Agricultura;Total;2010T4;100
Ambos sexos;Agricultura;Total;2010T3;100
Ambos sexos;Agricultura;Total;2010T2;100
Ambos sexos;Agricultura;Total;2010T1;100
Ambos sexos;Agricultura;Total;2009T4;100
Ambos sexos;Agricultura;Total;2009T3;100
Ambos sexos;Agricultura;Total;2009T2;100
Ambos sexos;Agricultura;Total;2009T1;100
Ambos sexos;Agricultura;Total;2008T4;100
Ambos sexos;Agricultura;Total;2008T3;100
Ambos sexos;Agricultura;Total;2008T2;100
Ambos sexos;Agricultura;Total;2008T1;100
Ambos sexos;Agricultura;De 16 a 19 años;2025T1;4,1
Ambos sexos;Agricultura;De 16 a 19 años;2024T4;3,9
Ambos sexos;Agricultura;De 16 a 19 años;2024T3;2,9
Ambos sexos;Agricultura;De 16 a 19 años;2024T2;2,3
Ambos sexos;Agricultura;De 16 a 19 años;2024T1;1,6
Ambos sexos;Agricultura;De 16 a 19 años;2023T4;2,6
Ambos sexos;Agricultura;De 16 a 19 años;2023T3;2,7
Ambos sexos;Agricultura;De 16 a 19 años;2023T2;2,7
Ambos sexos;Agricultura;De 16 a 19 años;2023T1;2,8
Ambos sexos;Agricultura;De 16 a 19 años;2022T4;3,3
Ambos sexos;Agricultura;De 16 a 19 años;2022T3;2,5
Ambos sexos;Agricultura;De 16 a 19 años;2022T2;4,5
Ambos sexos;Agricultura;De 16 a 19 años;2022T1;3,3
Ambos sexos;Agricultura;De 16 a 19 años;2021T4;3
Ambos sexos;Agricultura;De 16 a 19 años;2021T3;2,9
Ambos sexos;Agricultura;De 16 a 19 años;2021T2;2,2
Ambos sexos;Agricultura;De 16 a 19 años;2021T1;3
Ambos sexos;Agricultura;De 16 a 19 años;2020T4;3,1
Ambos sexos;Agricultura;De 16 a 19 años;2020T3;3,4
Ambos sexos;Agricultura;De 16 a 19 años;2020T2;2,8
Ambos sexos;Agricultura;De 16 a 19 años;2020T1;3,2
Ambos sexos;Agricultura;De 16 a 19 años;2019T4;2,9
Ambos sexos;Agricultura;De 16 a 19 años;2019T3;3,4
Ambos sexos;Agricultura;De 16 a 19 años;2019T2;3,7
Ambos sexos;Agricultura;De 16 a 19 años;2019T1;2,2
Ambos sexos;Agricultura;De 16 a 19 años;2018T4;3,6
Ambos sexos;Agricultura;De 16 a 19 años;2018T3;3,7
Ambos sexos;Agricultura;De 16 a 19 años;2018T2;2,3
Ambos sexos;Agricultura;De 16 a 19 años;2018T1;3,2
Ambos sexos;Agricultura;De 16 a 19 años;2017T4;3
Ambos sexos;Agricultura;De 16 a 19 años;2017T3;1,9
Ambos sexos;Agricultura;De 16 a 19 años;2017T2;2,1
Ambos sexos;Agricultura;De 16 a 19 años;2017T1;2
Ambos sexos;Agricultura;De 16 a 19 años;2016T4;2,4
Ambos sexos;Agricultura;De 16 a 19 años;2016T3;2,3
Ambos sexos;Agricultura;De 16 a 19 años;2016T2;2,2
Ambos sexos;Agricultura;De 16 a 19 años;2016T1;2,7
Ambos sexos;Agricultura;De 16 a 19 años;2015T4;1,3
Ambos sexos;Agricultura;De 16 a 19 años;2015T3;1,8
Ambos sexos;Agricultura;De 16 a 19 años;2015T2;2,8
Ambos sexos;Agricultura;De 16 a 19 años;2015T1;2
Ambos sexos;Agricultura;De 16 a 19 años;2014T4;1,8
Ambos sexos;Agricultura;De 16 a 19 años;2014T3;2,6
Ambos sexos;Agricultura;De 16 a 19 años;2014T2;2,5
Ambos sexos;Agricultura;De 16 a 19 años;2014T1;1,8
Ambos sexos;Agricultura;De 16 a 19 años;2013T4;2,6
Ambos sexos;Agricultura;De 16 a 19 años;2013T3;2,1
Ambos sexos;Agricultura;De 16 a 19 años;2013T2;2,5
Ambos sexos;Agricultura;De 16 a 19 años;2013T1;2,7
Ambos sexos;Agricultura;De 16 a 19 años;2012T4;3
Ambos sexos;Agricultura;De 16 a 19 años;2012T3;3,4
Ambos sexos;Agricultura;De 16 a 19 años;2012T2;4,8
Ambos sexos;Agricultura;De 16 a 19 años;2012T1;3,1
Ambos sexos;Agricultura;De 16 a 19 años;2011T4;2,6
Ambos sexos;Agricultura;De 16 a 19 años;2011T3;3,1
Ambos sexos;Agricultura;De 16 a 19 años;2011T2;3,2
Ambos sexos;Agricultura;De 16 a 19 años;2011T1;4,3
Ambos sexos;Agricultura;De 16 a 19 años;2010T4;3,4
Ambos sexos;Agricultura;De 16 a 19 años;2010T3;5,2
Ambos sexos;Agricultura;De 16 a 19 años;2010T2;5,3
Ambos sexos;Agricultura;De 16 a 19 años;2010T1;5,1
Ambos sexos;Agricultura;De 16 a 19 años;2009T4;5,5
Ambos sexos;Agricultura;De 16 a 19 años;2009T3;6,5
Ambos sexos;Agricultura;De 16 a 19 años;2009T2;7,7
Ambos sexos;Agricultura;De 16 a 19 años;2009T1;7
Ambos sexos;Agricultura;De 16 a 19 años;2008T4;5,6
Ambos sexos;Agricultura;De 16 a 19 años;2008T3;7,2
Ambos sexos;Agricultura;De 16 a 19 años;2008T2;7
Ambos sexos;Agricultura;De 16 a 19 años;2008T1;5,3
Ambos sexos;Agricultura;De 20 a 24 años;2025T1;9,9
Ambos sexos;Agricultura;De 20 a 24 años;2024T4;7,8
Ambos sexos;Agricultura;De 20 a 24 años;2024T3;7,4
Ambos sexos;Agricultura;De 20 a 24 años;2024T2;8,1
Ambos sexos;Agricultura;De 20 a 24 años;2024T1;7,7
Ambos sexos;Agricultura;De 20 a 24 años;2023T4;13,1
Ambos sexos;Agricultura;De 20 a 24 años;2023T3;7,8
Ambos sexos;Agricultura;De 20 a 24 años;2023T2;7,9
Ambos sexos;Agricultura;De 20 a 24 años;2023T1;7,3
Ambos sexos;Agricultura;De 20 a 24 años;2022T4;7,7
Ambos sexos;Agricultura;De 20 a 24 años;2022T3;7
Ambos sexos;Agricultura;De 20 a 24 años;2022T2;10,9
Ambos sexos;Agricultura;De 20 a 24 años;2022T1;9,1
Ambos sexos;Agricultura;De 20 a 24 años;2021T4;7,6
Ambos sexos;Agricultura;De 20 a 24 años;2021T3;7,8
Ambos sexos;Agricultura;De 20 a 24 años;2021T2;10,1
Ambos sexos;Agricultura;De 20 a 24 años;2021T1;11
Ambos sexos;Agricultura;De 20 a 24 años;2020T4;11,5
Ambos sexos;Agricultura;De 20 a 24 años;2020T3;7,9
